e, e_dot, e_int, stamp, 
0.006533023966078577, 0.0017902322100008898, 0.000934701404940215, 1731686820386574810, 
0.006824238386512249, 0.0022612830480239765, 0.0009123289089898214, 1731686820476074293, 
0.0070348563160762545, 0.0016727744999922578, 0.0016978948313762438, 1731686820636361729, 
0.007319752111811351, 0.0016517124176636717, 0.0018466617119172657, 1731686820737655350, 
0.006419957665125153, -0.002049662169837004, 0.0013161893583485283, 1731686820826429144, 
0.004846922634380135, -0.008242764924770718, 0.0011698667941993156, 1731686820926479248, 
0.003867843135044957, -0.008507048433600653, 0.0009857248248520028, 1731686821021819201, 
0.003824702286009174, -0.0034074011612365376, 0.0008777941418092962, 1731686821136486755, 
0.004045280851896926, 0.0005914590561732306, 0.0008047346761137898, 1731686821227496468, 
0.0033818092519104503, -0.001476310113662412, 0.0007126922768178462, 1731686821326507754, 
0.004377435997024115, 0.001107183817090629, 0.0008202734448330954, 1731686821435960604, 
0.005749102381352511, 0.007890977098140203, 0.0009480434342477557, 1731686821537053883, 
0.006385390430549531, 0.006693181445084721, 0.0010548435247529923, 1731686821627611780, 
0.0068177867918430834, 0.003562281368301908, 0.0008763894308432749, 1731686821675779585, 
0.00659886495475881, 0.0007115817473642613, 0.0009689950262920962, 1731686821774414067, 
0.0065607232119293535, -0.0008568785997124332, 0.001718954706632568, 1731686821933914807, 
0.006797295681430615, 0.000661435755572685, 0.0016768674596403356, 1731686822026487608, 
0.0069073817461235976, 0.001155528447314147, 0.0013079933607155014, 1731686822127544341, 
0.006891318549059111, 0.0003134095587616533, 0.001017151646664124, 1731686822174645286, 
0.0067419392822087865, -0.000551474879716037, 0.0012944758715955939, 1731686822316605037, 
0.006597399629152623, -0.0009797297330216281, 0.001700536871026701, 1731686822426817546, 
0.006613729188614137, -0.0004273669786488317, 0.0014120763946916422, 1731686822528914701, 
0.006132030133953581, -0.0015512316506634722, 0.0012817416090427271, 1731686822625607456, 
0.005945317108739356, -0.0022280402662492684, 0.0012932669543691056, 1731686822736489737, 
0.006277768647906967, 0.0004857950465112874, 0.0012366292377143432, 1731686822827724824, 
0.005779090344578464, -0.0005540892138696426, 0.0008417161905679104, 1731686822876758811, 
0.005624343071863436, -0.002178085253478438, 0.0011666690285903306, 1731686823025675567, 
0.006039846592952092, 0.0008691874945787603, 0.0015091980403449843, 1731686823136319749, 
0.005914604850212335, 0.0009675392611629974, 0.0011791244790551202, 1731686823226905147, 
0.005741131965879109, -0.000995715423576608, 0.0008330583187142791, 1731686823277551315, 
0.0051513690009543645, -0.002544119497526568, 0.00111926015285613, 1731686823426688530, 
0.004703459811381094, -0.00345890718166005, 0.0013460713265240586, 1731686823536478228, 
0.00458586559795382, -0.0018850113433351485, 0.0009670363264904949, 1731686823627586693, 
0.004647262730776092, -0.00018732360201667575, 0.0008811672414483378, 1731686823726158923, 
0.0040345731696302956, -0.001837641427745081, 0.0009265783579771618, 1731686823837098120, 
0.0031688092263570944, -0.004928178348063324, 0.0008281487025529963, 1731686823935805409, 
0.0038201570367100146, -0.0007147204430676032, 0.0006997633441620007, 1731686824027535143, 
0.004815535107529634, 0.0054890862705751315, 0.0007517197682243263, 1731686824126847727, 
0.005387359881133147, 0.005224009481410441, 0.000693876441566832, 1731686824175978529, 
0.005923518510523529, 0.0036932780099796503, 0.0011306442878069637, 1731686824337181715, 
0.00702950686432624, 0.005473823277310312, 0.0015413319681053211, 1731686824428099509, 
0.00810426978311396, 0.00726917090863477, 0.001475701589935039, 1731686824547422619, 
0.008937736503177529, 0.006360765462837629, 0.0016659324478826257, 1731686824635722408, 
0.008185361836664296, 0.0002703068451677855, 0.001592934783126708, 1731686824736851985, 
0.005730404492320762, -0.01069110670285589, 0.001456527704664555, 1731686824826922118, 
0.000153907970401157, -0.026771512887543796, 0.000655326146334766, 1731686824876583609, 
-0.006129630488621363, -0.03953344993647375, -1.7112374940023834e-05, 1731686825036189760, 
-0.013811128139192608, -0.04655012036531255, -0.0017160806321979195, 1731686825136768617, 
-0.02379237204982676, -0.05887580520401799, -0.002206811049198799, 1731686825187572317, 
-0.03432724287188371, -0.06838704910897035, -0.004531875455065456, 1731686825325778570, 
-0.04577768203723398, -0.07328436662469073, -0.008340014072229028, 1731686825428387458, 
-0.05030782865380212, -0.05326861927306137, -0.008301569586035226, 1731686825516746923, 
-0.04231535506117545, 0.011541089920195091, -0.009155543295814883, 1731686825626844525, 
-0.030204836367774934, 0.0670099742867573, -0.00861013247524535, 1731686825727044194, 
-0.020984182125169504, 0.0711039097866865, -0.006552009414992239, 1731686825837059593, 
-0.011810656237301487, 0.06131393376824482, -0.003992584352132771, 1731686825917168240, 
0.0033508286606434012, 0.08111670261937635, -0.0018697486850825346, 1731686826027565102, 
0.024637904478118866, 0.1214952023847345, 0.0011308073621056239, 1731686826126860783, 
0.04843731355598058, 0.15028828298445726, 0.004972578086161617, 1731686826222756858, 
0.06540884949248227, 0.135903150047878, 0.008790827537483954, 1731686826317297727, 
0.07322290517510188, 0.08261863873040436, 0.012771347771896395, 1731686826427569143, 
0.07712000407104158, 0.03903718192853104, 0.015070094794376801, 1731686826526845425, 
0.08284128418866077, 0.032061263378529624, 0.015272958235620616, 1731686826624061341, 
0.09327259142547017, 0.05384195784809531, 0.017490602057200683, 1731686826734052321, 
0.11018470694791827, 0.09114474253085832, 0.019407122752320167, 1731686826827420253, 
0.13906596072507726, 0.15264456433202364, 0.022096601885899597, 1731686826927586056, 
