imu_ax, imu_ay, kf_ax, kf_ay, kf_vx, kf_w, kf_x, kf_y, stamp, 
-0.004535853862762451, -0.0113142728805542, -0.0027186163215758984, 4.3189302275502e-16, -7.239990203930489e-05, -5.965381313921548e-12, 7.23999020393049e-06, 0.0, 1731682488493950755, 
-0.004431486129760742, -0.0237729549407959, -0.0036086175755213434, -1.7376813142567084e-10, -0.00019274303110034004, 9.015533813785928e-07, 1.9274303124215485e-05, -2.373568839538286e-13, 1731682488543984212, 
-0.004232525825500488, 0.024784088134765625, -0.003914407558287492, 5.578392538094271e-10, -0.0002830076560325849, -1.971110116346812e-06, 2.830300003525908e-05, 2.3233645907573893e-12, 1731682488614281342, 
-0.004128992557525635, 0.006841897964477539, -0.004010595076030702, 6.612608092951145e-10, -0.00033847219299513174, -1.9536636184013657e-06, 3.3848105118201367e-05, 4.230307592466774e-12, 1731682488643155920, 
-0.016744136810302734, -0.004097104072570801, -0.010360302739236223, 1.6353904546855162e-10, -0.0005794445145337767, -2.822341766409434e-07, 5.7946137708369255e-05, 3.6983550811343104e-12, 1731682488693962298, 
0.012174606323242188, -0.023947179317474365, 0.000919377323223218, -2.928732731025862e-09, -0.0004308097194926934, 6.798204865188827e-06, 4.308333407486967e-05, -2.384189018909459e-11, 1731682488752970246, 
0.004950761795043945, 0.02239781618118286, 0.0029378130198358878, 1.4527860357334152e-10, -0.00010188734726254505, -1.425874826233184e-06, 1.0206323344451085e-05, -1.796937251599461e-12, 1731682488804066592, 
0.4570348262786865, 0.6544122695922852, 0.22965207887520664, -2.593300353235078e-07, 0.007615822949733885, -3.40514790108887e-05, -0.0007616580173569502, 1.2548024787622046e-10, 1731682488853969425, 
0.10054963827133179, 0.2767638564109802, 0.16477132316543802, 0.00047886765533758336, 0.015584673481473068, 0.03072683273774438, -0.0010617391018581954, 1.1303883649562948e-06, 1731682488894935758, 
-0.11451375484466553, 0.003648042678833008, 0.025433709510180286, 0.016996172409414142, 0.030465138367178655, 0.5578892242197993, 0.001259531775688791, 5.7147582256276526e-05, 1731682489094011111, 
-0.2697640061378479, 0.040568768978118896, -0.12176175786470939, 0.02705879907530537, 0.033761522124303375, 0.8014685764368124, 0.005343517435130878, 0.0003024809607750534, 1731682489204131765, 
0.8578009605407715, -0.1550249457359314, 0.36559217108462616, -0.011035017326971356, -0.012330801521116999, 0.8949148445924978, 0.002439978523363834, 0.00037495196753272527, 1731682489293958053, 
0.10554003715515137, -0.33831721544265747, 0.2326755888776332, -0.06413121687553797, -0.06657409272287661, 0.9633059085385146, -0.0053041752211105565, -0.001001844131104059, 1731682489394022416, 
-0.0472220778465271, -0.05684363842010498, 0.0943226389577167, -0.009947045155204675, -0.0102631653916095, 0.9691985635676043, -0.008583530336205205, -0.002412293999352319, 1731682489494187376, 
-0.48618459701538086, -0.18242454528808594, -0.19645602941357404, -0.036123666023410966, -0.036307097510508306, 0.9949477788180604, -0.010405981743919324, -0.0033077705941346484, 1731682489604214366, 
0.3493201732635498, -0.2368796467781067, 0.07554036142267512, -0.05907960636277821, -0.05941883184001228, 0.9942909433469266, -0.014859889075973378, -0.005608797909581159, 1731682489694219777, 
-0.09890520572662354, -0.34222859144210815, -0.01282179881727874, -0.08960833062166802, -0.08849383439765615, 1.0125940550728514, -0.021294453092036515, -0.010116598264078116, 1731682489794033487, 
0.09833663702011108, -0.11458861827850342, 0.044585348334457195, -0.03699822356130093, -0.03735912032380095, 0.9903397949584457, -0.025600921263566816, -0.014106060066504868, 1731682489889156406, 
-0.23979699611663818, 0.22492963075637817, -0.09257939797062052, 0.08707495067163534, 0.08923032192342382, 0.9758448562626705, -0.022337953625113424, -0.011393339941537243, 1731682490004127173, 
1.1003164052963257, -0.03171926736831665, 0.5019462918033528, 0.07402290734848248, 0.07367546149303811, 1.004715896560447, -0.018779579520084227, -0.006092767046424359, 1731682490094527355, 
-0.4113848805427551, -0.3822544813156128, 0.040545362187052014, -0.03686586967909265, -0.03592104553704051, 1.0263028018234568, -0.019463541548498112, -0.006587781244057971, 1731682490210147592, 
0.8505135178565979, 0.15611308813095093, 0.4491669266110839, 0.09379744681062324, 0.09482989797228696, 0.9891125986240601, -0.018077371414496307, -0.004248352149722604, 1731682490303869512, 
-0.7711037397384644, -0.28229087591171265, -0.16441245660796955, 0.0035882969488161983, 0.003618921084544091, 0.9915377718904443, -0.017001383341992825, -0.000909671358248652, 1731682490405051944, 
-0.09128201007843018, -0.12564080953598022, -0.12689248549519197, 0.01512647717573718, 0.015083860556272779, 1.0028253124792166, -0.016454164574487604, 0.0009216305010449771, 1731682490494192535, 
0.21472454071044922, 0.10631948709487915, 0.04695388701431494, 0.09679495644374643, 0.0955314622854761, 1.0132259480598615, -0.015234077910395162, 0.007374695328354949, 1731682490594248111, 
-0.376878559589386, -0.23389124870300293, -0.16751325230885597, 0.017056864210828342, 0.0170073629375673, 1.0029105789911557, -0.015149384963190297, 0.012645129414200987, 1731682490645377572, 
-0.015993595123291016, 0.2106049656867981, -0.08708174846662245, 0.1279971507462834, 0.1293985433740359, 0.9891699505171271, -0.015183377211246303, 0.02193753237126493, 1731682490800825370, 
-0.1651594638824463, -0.14590024948120117, -0.12803527364767883, 0.0665723286693812, 0.06717164020875252, 0.9910779082138116, -0.016820746564546435, 0.031632070968153334, 1731682490893974138, 
-0.026110589504241943, 0.1495686173439026, -0.07405587073816411, 0.13677051678813143, 0.13808435833755278, 0.9904852253706418, -0.019419388392749475, 0.04299326092658101, 1731682491011508769, 
0.07798910140991211, 0.593285322189331, 0.008149491671725476, 0.3010110690338342, 0.3000356532167977, 1.0032509996947985, -0.027020620925047208, 0.06563484486456132, 1731682491104226258, 
0.06094473600387573, 0.4135506749153137, 0.034937806174222076, 0.3229412117623729, 0.3127443425370998, 1.032604488198099, -0.040267443249575485, 0.09314009249244172, 1731682491202004476, 
-0.4195367693901062, 0.07005929946899414, -0.1953680230380778, 0.22121600073708672, 0.21858016640532138, 1.0120588906812231, -0.05416388732616099, 0.11541075423165553, 1731682491293955773, 
-0.4721832275390625, 0.2790448069572449, -0.33211036099155333, 0.23733053638538282, 0.23245601275175057, 1.0209696603496248, -0.06878196509498946, 0.1348618424820193, 1731682491395549371, 
0.8649159073829651, 0.5117624998092651, 0.26951572363778564, 0.3285045695472301, 0.3265593868918738, 1.0059565969726676, -0.08845000784440872, 0.1560885334284188, 1731682491492010876, 
-0.21514678001403809, 0.07641488313674927, 0.023852592011392865, 0.24610328483178473, 0.24783191256413942, 0.9930249994261441, -0.10912522179936258, 0.17379685976287837, 1731682491603020072, 
