imu_ax, imu_ay, kf_ax, kf_ay, kf_vx, kf_w, kf_x, kf_y, stamp, 
-0.013485729694366455, 0.006723284721374512, -0.0012257222359081138, 3.88587646766e-13, -5.570198754410878e-05, -6.9761899691333055e-09, 2.78509937720544e-07, 0.0, 1731684205834927261, 
0.008202612400054932, 0.0030908584594726562, -6.070272242792688e-05, 1.962752836423985e-12, -6.039828884868096e-05, -3.249682853336083e-08, -1.2209873275584617e-06, 5.1448349686743535e-15, 1731684205878543160, 
-0.029407918453216553, -0.015667080879211426, -0.004386732655033858, -5.7053369356328017e-11, -0.0005336908252236137, 1.0690341047632391e-07, -2.46175761751792e-05, 1.6948271464241836e-14, 1731684205927676237, 
0.17513424158096313, 0.03117305040359497, 0.025214150852494985, 6.599099899571675e-05, 0.003675262050538317, 0.017955454084165517, 0.000261410860224233, -1.075993822076862e-07, 1731684205995098590, 
-0.41301220655441284, 0.8233929872512817, -0.051161003538096675, -6.128510067878335e-05, -0.0004861533051915279, 0.1260612650872323, 0.0009223463329692408, 5.273556574220517e-06, 1731684206037390367, 
-0.17020225524902344, 0.3212599754333496, -0.07109332699769806, 0.0010362949550393394, 0.003733506171468141, 0.2775661556310842, 0.003717232567924687, 3.28289723735382e-05, 1731684206087446775, 
-0.2597206234931946, -0.3052411675453186, -0.10805966782273736, -0.008441694395949835, -0.019066052302631514, 0.442760476157128, 0.0011449880790311766, -3.1367776327714515e-05, 1731684206136429316, 
0.18664312362670898, -0.03442925214767456, -0.05025799621455717, -0.006128833826807386, -0.010767611504928155, 0.569191581995907, 0.0024631150378876965, -8.10789497273244e-05, 1731684206186384727, 
-0.13186299800872803, 0.23890703916549683, -0.06017650670849486, 0.011958698005284474, 0.018149289077730415, 0.6589072417143912, 0.012180299909526638, 0.0007509974274488187, 1731684206236419162, 
-0.17620038986206055, -0.03592681884765625, -0.08211617829549193, 0.008769580078748515, 0.011908479727210094, 0.7364147464357352, 0.014942022731707921, 0.0014013813367664365, 1731684206436705625, 
0.05884146690368652, -0.07380121946334839, -0.0549742123345083, 0.005083309919478508, 0.006447686368498162, 0.7883928635726348, 0.015438748737920095, 0.0019083176969082235, 1731684206536631406, 
0.18183296918869019, 0.03266018629074097, -0.0065948376804849385, 0.017882778732064394, 0.02146747865800789, 0.83301718925402, 0.0195415269936628, 0.0036429507225825383, 1731684206637563613, 
0.6626208424568176, 0.3895714282989502, 0.1336817969238596, 0.08613616961783269, 0.09780237226175108, 0.8807165677669268, 0.03588019167650848, 0.011748203692673865, 1731684206728188685, 
0.24883604049682617, 0.4156612753868103, 0.16393030919306334, 0.15466988824401784, 0.15907348269849558, 0.9723172311325815, 0.05471165651529203, 0.02412150176901978, 1731684206825836168, 
0.10739368200302124, -0.22273468971252441, 0.14200697428254136, 0.12005760225780195, 0.1119671790809063, 1.0722570957248962, 0.04981860865673526, 0.02685566434129367, 1731684206936431213, 
-0.02133047580718994, -0.35335564613342285, 0.09654813027853737, 0.0476344746108174, 0.046178187767478826, 1.0315362493364058, 0.04060483186371382, 0.02290048655742724, 1731684207037416425, 
0.3683762550354004, 0.3113309144973755, 0.15776293643980752, 0.11105602743633775, 0.10846267968650339, 1.0239100468228342, 0.050679336345934495, 0.03533398242453854, 1731684207146349506, 
-0.11211585998535156, -0.23779761791229248, 0.09695851020031393, 0.0779065015312006, 0.07171138212707957, 1.086389624915368, 0.04786973692988858, 0.03628646288024774, 1731684207237466514, 
-0.2027694582939148, 0.2582758069038391, 0.045918462408976804, 0.12725432768624367, 0.111994787400228, 1.1362522367356591, 0.056045615046669675, 0.05136197971336409, 1731684207336450424, 
0.37421637773513794, 0.13751667737960815, 0.11043746577002687, 0.13995761032793788, 0.12927605211442636, 1.0826259623403176, 0.05781204283963737, 0.06319975362676564, 1731684207437450045, 
-0.3464648723602295, -0.19617736339569092, 0.01260262305573269, 0.08559850830541411, 0.08161304388999917, 1.0488336695392306, 0.05753068675842669, 0.06593215242412337, 1731684207525938131, 
0.29421544075012207, 0.4275481700897217, 0.07881189268863181, 0.15796877235408055, 0.15031131225070238, 1.0509440040720714, 0.059594041497400926, 0.08774218895482887, 1731684207626566723, 
0.5755639672279358, 0.3582004904747009, 0.18109876105232506, 0.21131848479494683, 0.2009791556055638, 1.0514447837052054, 0.05674458355941771, 0.1090577622838001, 1731684207735673693, 
0.3461507558822632, -0.08460205793380737, 0.20381012553772923, 0.18027045315493295, 0.17429893615527692, 1.0342602033688617, 0.051791167496084665, 0.11691900169270497, 1731684207786436333, 
1.0982325077056885, 0.0885050892829895, 0.3743229768595906, 0.20519161268963892, 0.20025284833749402, 1.0246626422203065, 0.043789180420045745, 0.12783745543047387, 1731684207877823431, 
