imu_ax, imu_ay, kf_ax, kf_ay, kf_vx, kf_w, kf_x, kf_y, stamp, 
-0.0033089518547058105, -0.0011363625526428223, -0.0022047450827917875, -2.2179484460668763e-12, -3.668461036259216e-05, 6.045991559252191e-08, 3.6684610362592143e-06, 0.0, 1731682158496624246, 
0.009053647518157959, -0.001446068286895752, 0.0048303912579487395, 1.6470410344605402e-12, 2.6550265587969607e-05, 6.203482330537754e-08, -2.6550353017136435e-06, -2.4169205160279778e-15, 1731682158545962143, 
0.010072052478790283, -0.009034454822540283, 0.008068003709194202, 3.7003010958112915e-09, 0.000250558795034819, 1.476819480751844e-05, -2.4843372787151526e-05, 3.6457994839926316e-13, 1731682158735717214, 
-0.0777387022972107, 0.6448063254356384, -0.04491457300086449, 4.9735428414428875e-05, 0.002042060685200882, 0.02435550949825778, 0.0002067954975916268, 1.4767758717003691e-08, 1731682158795858564, 
0.12924963235855103, -0.038224756717681885, 0.06277222985035419, 0.0017004926693328488, 0.005443046454013215, 0.31241560837296506, 0.0006005228438697626, 2.0590526258209264e-06, 1731682158846392056, 
0.025569677352905273, -0.1417919397354126, 0.03957140967344708, -0.0013559012899812246, -0.0016757552823908964, 0.8091284594052912, 0.00038331723520774346, 1.0379929227585957e-05, 1731682158996572442, 
-0.04987287521362305, -0.06645375490188599, -0.015766781785133986, -0.003537707354253755, -0.0038582782725642495, 0.916913479105425, -2.7851789677147472e-06, -1.8785964903496483e-05, 1731682159136548106, 
0.5403347611427307, 0.3485456109046936, 0.3304441732953966, 0.14579948594734057, 0.1485151109324095, 0.9817148237103979, 0.006174025768825418, 0.0007975223841236586, 1731682159247453347, 
0.4664419889450073, 0.010216712951660156, 0.41243809040102153, 0.07735319711477469, 0.07628003954737722, 1.0140686550998828, 0.016053435722425933, 0.0037317946995823192, 1731682159346381129, 
-0.04308384656906128, -0.14344114065170288, 0.1289725295615644, 0.0023456074019609424, 0.002308404381803103, 1.0161163357906902, 0.019465446464351093, 0.005186365678694005, 1731682159396419611, 
0.1806533932685852, 0.03176826238632202, 0.1615170726577047, 0.04888714487614309, 0.04829274128050896, 1.012308342410747, 0.020733398579749013, 0.005779827905795429, 1731682159536332354, 
-0.039391160011291504, -0.2174277901649475, 0.0358054712527672, -0.025718358195464724, -0.022275360474854136, 1.1545652975850724, 0.022139746032778424, 0.006849243353075077, 1731682159646388309, 
0.08209264278411865, -0.020937442779541016, 0.06540324412755566, 0.04488385833426265, 0.03345324510144525, 1.3416892202282515, 0.021710303583955145, 0.006445511291940234, 1731682159696396943, 
-0.14239585399627686, 0.12307316064834595, -0.0618808261668565, 0.11821125224951716, 0.09242408138566448, 1.2790092200781389, 0.025439480386998496, 0.010183940859167916, 1731682159796381766, 
0.7999545335769653, 0.4029267430305481, 0.47279325458369503, 0.22459610290082327, 0.21367084805386577, 1.0511312373515889, 0.03287229216645408, 0.020074313915309235, 1731682159886307652, 
-0.29991793632507324, 0.36017554998397827, -0.004602252592179001, 0.30969863012364235, 0.24483835443881702, 1.264910601255627, 0.043294940766566245, 0.03848814996438742, 1731682160046331945, 
0.3852546215057373, 0.13574916124343872, 0.23451282384210573, 0.20464162481030482, 0.16132567840850573, 1.2685000108421383, 0.05151913739835274, 0.05823058653284495, 1731682160146587509, 
-0.05809372663497925, 0.11410212516784668, 0.05287948123835587, 0.15497938889546978, 0.1404123896905716, 1.103744400597409, 0.05594558741830348, 0.0734371139007269, 1731682160196416554, 
-0.018802642822265625, 0.3506072163581848, 0.010165303152574606, 0.2367155380040618, 0.22475176182861248, 1.053231067370108, 0.05870840687778756, 0.08990127464593525, 1731682160357049863, 
0.2718546986579895, 0.27232611179351807, 0.17172523801170048, 0.22645081913607368, 0.22541041430794223, 1.0046156023062454, 0.059866769132296736, 0.1123079636039979, 1731682160449789928, 
