e, e_dot, e_int, stamp, 
1.4141808378441072, -0.00010910736540248323, 0.1568036553839964, 1731686805035627299, 
1.4141946865439432, -4.124475377675907e-05, 0.15499826323876154, 1731686805085094184, 
1.4142199723444073, 0.0001304483343337696, 0.14145468725690408, 1731686805135651933, 
1.4142199723444073, 8.428600154708477e-05, 0.07149935226152444, 1731686805135651933, 
1.4142199723444073, 0.0, 0.0, 1731686805135651933, 
1.414242768369755, 7.598675115868166e-05, 0.2674460396810381, 1731686805324762968, 
1.414527037440153, 0.0010235503191524664, 0.3388528845104699, 1731686805375237392, 
1.4144602019973496, 0.0007247787586487734, 0.1567680194613826, 1731686805435599302, 
1.4219167276533753, 0.02463230071074074, 0.2989717197890017, 1731686805586231375, 
1.439436889704607, 0.08325562569085825, 0.3417630392558869, 1731686805675387366, 
1.4590547098336757, 0.12379327393433466, 0.27231576026290627, 1731686805775321669, 
1.4590547098336757, 0.06539273376356218, 0.145156117739103, 1731686805775321669, 
1.4730693980126364, 0.046715627263202254, 0.308677701284779, 1731686805986206523, 
1.4805244830044622, 0.07156591056928822, 0.5459229522589627, 1731686806146474917, 
1.4856495396369735, 0.04193380541445727, 0.3557137179039957, 1731686806226594592, 
1.4891148367809108, 0.02863451258816226, 0.2801936747652751, 1731686806335145293, 
1.4897288699334752, 0.013597767655005496, 0.29662134499729187, 1731686806425914870, 
1.4870837532321992, -0.006770278495705402, 0.3160564105561704, 1731686806547457123, 
1.482454545210842, -0.024247749075444098, 0.3126912682548445, 1731686806636279885, 
1.4769872167543598, -0.0336551215927979, 0.27991170995981574, 1731686806736309099, 
1.4683792895679242, -0.046917518809725944, 0.2805869789109745, 1731686806826387147, 
1.4559938747957166, -0.06997780652881073, 0.2773581812118299, 1731686806925358500, 
1.4380958732136049, -0.10094472118106435, 0.28380123756714143, 1731686807021552707, 
1.4184934446254596, -0.12500143390085686, 0.3036884283543502, 1731686807136615940, 
1.3965271964590844, -0.13856225584840157, 0.29030054358674634, 1731686807226320582, 
1.3762806511187429, -0.14070931168905565, 0.2638222953037934, 1731686807325451538, 
1.3558414927543299, -0.13561901234918183, 0.2882509858190152, 1731686807435772363, 
1.3303257193533866, -0.15318310588452086, 0.28663177902005793, 1731686807537120799, 
1.3032019106232633, -0.1754652737702219, 0.253278819526779, 1731686807626237681, 
1.2828979031771384, -0.15809272058749416, 0.24707347626476736, 1731686807726380220, 
1.2685853186826679, -0.1153886398019847, 0.26798642328351746, 1731686807834804462, 
1.2513618900223293, -0.10512004384936342, 0.2394738030973875, 1731686807915297041, 
1.2321339180921624, -0.12150466863501815, 0.23963619019826893, 1731686808026407081, 
1.213336876647175, -0.12675004458384764, 0.2598770322014976, 1731686808126188678, 
1.1920263908282043, -0.1336917575465272, 0.23971752836139976, 1731686808224112412, 
1.1716754061906942, -0.13887156818826943, 0.2484528600063564, 1731686808334561762, 
1.1561303242714989, -0.11965355518901803, 0.2383765990333359, 1731686808427283976, 
1.138636549512163, -0.11012952226177042, 0.16501547951869602, 1731686808477372863, 
1.1131242832872674, -0.14335346994743814, 0.22477768834597553, 1731686808625157979, 
1.0905643222458192, -0.16024075755447953, 0.28849984360737424, 1731686808736324189, 
1.0705765774617941, -0.14182568608491097, 0.2195258181026198, 1731686808826295461, 
1.0466329889241626, -0.14643777773885555, 0.14973593396935375, 1731686808876361429, 
1.0246090340199285, -0.15322514480621865, 0.20847801340482977, 1731686809025362982, 
1.0029441684744604, -0.14562940149900708, 0.2459792865620882, 1731686809116404749, 
0.981416427608319, -0.14397535470536496, 0.20177638012239743, 1731686809226537874, 
0.9635036471996505, -0.13146840424936634, 0.15823545783353568, 1731686809277438750, 
0.9465348022025182, -0.11627208468600288, 0.19266716676284681, 1731686809426437760, 
0.9274323307476647, -0.12023772150661934, 0.24483652151841412, 1731686809536299412, 
0.9091612445689735, -0.12457852544514887, 0.18544528388237, 1731686809626333624, 
0.8920428226191767, -0.11796502709496022, 0.17285404418371556, 1731686809726343836, 
0.8746988495760915, -0.11487464997627354, 0.18695313735292005, 1731686809835929947, 
0.8578067258698946, -0.11412032249760691, 0.18358027975360783, 1731686809936185971, 
0.8403472039383134, -0.11450548545926013, 0.16328255968296493, 1731686810026320817, 
0.822774095604888, -0.11677543421668861, 0.11775180691420624, 1731686810076315089, 
0.8052244619034373, -0.11707580678292029, 0.1642526557960604, 1731686810225951669, 
0.7896183457662432, -0.11051916612881592, 0.20947995776216727, 1731686810336256965, 
0.7745402744358996, -0.10228062489179253, 0.1267408852689757, 1731686810386424941, 
0.7596699287159367, -0.09982805683435496, 0.14679063429077138, 1731686810525759716, 
0.7451574822736963, -0.09794264054067765, 0.1899228213913283, 1731686810636392714, 
0.7308537566566538, -0.09605390686427666, 0.14181024538010711, 1731686810716051043, 
0.7179678913804272, -0.09063196964423037, 0.10981112369857599, 1731686810786546089, 
0.705838918132287, -0.08338279508122233, 0.16534692596472378, 1731686810946268640, 
0.6933366879708721, -0.08210401136518349, 0.16907049327050916, 1731686811026119590, 
0.6804701655498516, -0.08456250860811809, 0.11782594145806094, 1731686811116238848, 
0.6675962263960815, -0.08580153858263533, 0.13618554129559374, 1731686811226254795, 
0.6675962263960815, -0.04291313051256703, 0.07391834392979878, 1731686811226254795, 
