imu_ax, imu_ay, kf_ax, kf_ay, kf_vx, kf_w, kf_x, kf_y, odom_x, odom_y, stamp, 
0.007617652416229248, -0.0001093745231628418, 0.0006923708366994677, 6.184685859627639e-16, 3.146425070208896e-05, 1.9656231188168828e-11, -1.5732125351044485e-07, 0.0, 6.279704223288718e-08, -7.258611134375315e-08, 1731686732121355801, 
0.0019179582595825195, 0.019914984703063965, 0.0008425556106657658, -2.1065329494511243e-11, 0.00010053694902513678, -2.095282351291999e-07, 2.0324138771402564e-06, -2.1265981819876797e-14, 6.279704223288718e-08, -7.258611134375315e-08, 1731686732172144952, 
-0.007090866565704346, 0.01450437307357788, -0.000330195940799123, -8.470201748401783e-12, 2.787168117090544e-05, -3.038999225222057e-07, 3.160041855092558e-06, -1.5119354240910308e-13, 6.279704223288718e-08, -7.258611134375315e-08, 1731686732231096335, 
0.014509379863739014, 0.007288038730621338, 0.0021085369737306545, -6.926989513899304e-11, 0.000314636602165634, -2.2015841342746044e-07, 2.2642418765541887e-05, -1.1644389286453224e-12, 6.279704223288718e-08, -7.258611134375315e-08, 1731686732281029258, 
-0.012792348861694336, -0.026366591453552246, -0.0004897124183355262, -1.9743890974175494e-06, 0.00028899215743653523, -0.0068319815836218305, 6.213724164053545e-05, -3.413173870058337e-08, 6.866496551083401e-05, 7.86790405982174e-05, 1731686732333518549, 
-0.005141913890838623, -0.0011753439903259277, -0.00017470931488445553, -0.0004808332876077103, 0.008042860317009019, -0.05978386651709534, 0.0019824309065196557, -1.4295626939471877e-06, 0.0019289326155558228, -0.00020116382802370936, 1731686732378488329, 
0.8774805068969727, -0.40578436851501465, 0.16728421107424055, -0.007278699954478794, 0.051250922454215496, -0.14202085749736795, 0.008637408125895177, -7.18443354271024e-05, 0.004826143383979797, -0.00048127397894859314, 1731686732421491185, 
0.8493009805679321, -0.28277504444122314, 0.2994281767463217, -0.024097163900598725, 0.10187910840013219, -0.23652703953745496, 0.018288308892701197, -0.0005285413442770702, 0.00935092568397522, -0.0007140564848668873, 1731686732471065251, 
0.38506191968917847, 0.07887274026870728, 0.31433659864032043, -0.04187642038951908, 0.12439247319849346, -0.33664754235328004, 0.025418618738658697, -0.0016471094151934598, 0.014905154705047607, -0.001207222929224372, 1731686732521447910, 
0.5106104016304016, -0.42696017026901245, 0.3555646916123525, -0.08468746509166666, 0.18191425474049264, -0.46553506877444234, 0.043933277295808995, -0.004573215786232748, 0.021257927641272545, -0.002272644778713584, 1731686732568753534, 
-0.006966233253479004, -0.5145062208175659, 0.2900408905098734, -0.15289041643960583, 0.23657423320471385, -0.6462682531757622, 0.07118680122759463, -0.010923930752381975, 0.04136885702610016, -0.006539665162563324, 1731686732681908015, 
-0.08108937740325928, -0.08502590656280518, 0.21432703211823362, -0.18588969356293653, 0.23220078339882888, -0.8005558415522299, 0.08595571021943611, -0.019146238897752514, 0.06290179491043091, -0.014116204343736172, 1731686732779916640, 
-0.39683955907821655, -0.4383389949798584, 0.09955402966602431, -0.2419185765030023, 0.2604812810202125, -0.9287368963922985, 0.1148694362022693, -0.03240136079934564, 0.08253271877765656, -0.024013228714466095, 1731686732870995132, 
-0.15233147144317627, -0.2603414058685303, 0.04916628034011282, -0.25713321876851, 0.2541842626077618, -1.0116016472872627, 0.1334165819877185, -0.04682108487703822, 0.12341517955064774, -0.056060727685689926, 1731686733084243140, 
-0.39456743001937866, -0.26695525646209717, -0.037173536533891244, -0.26138261598165, 0.2465120624941853, -1.060323837044751, 0.15348933797721986, -0.06351150453019871, 0.1401595175266266, -0.07660452276468277, 1731686733179921966, 
0.3665308952331543, -0.25797170400619507, 0.042571286371941575, -0.27631989545634283, 0.25971818748970055, -1.0639220076464635, 0.17002703573174802, -0.08259400230001068, 0.15657873451709747, -0.10341346263885498, 1731686733290681398, 
0.1300562024116516, -0.43331003189086914, 0.06440378342120544, -0.3101126658247136, 0.292905853103377, -1.0587451993158485, 0.19162002625863764, -0.10745698647261671, 0.16694913804531097, -0.12478560954332352, 1731686733371010662, 
0.45178931951522827, -0.5765274167060852, 0.14718026434820178, -0.3664843742639546, 0.34979132323401085, -1.047722884820605, 0.21345188709359342, -0.13951935629338894, 0.17869162559509277, -0.15552879869937897, 1731686733481013342, 
0.05619347095489502, 0.01871490478515625, 0.11797048658686911, -0.3004425077493498, 0.3024175294250178, -0.9934692222391238, 0.22112784216744133, -0.15931210010586, 0.18625181913375854, -0.1856941133737564, 1731686733580912169, 
0.18038761615753174, -0.14341872930526733, 0.12512779736626073, -0.28676055544371826, 0.28931657969592417, -0.9911653032297965, 0.22761451180032638, -0.1822191989977977, 0.19174227118492126, -0.21730642020702362, 1731686733691193166, 
-0.25530576705932617, -0.10306477546691895, 0.04659433327404862, -0.25708873870927196, 0.26936206768595367, -0.9544355703751464, 0.23598116358618618, -0.20552728343942472, 0.19336165487766266, -0.2446461170911789, 1731686733781663347, 
-0.11754459142684937, -0.035001933574676514, 0.011341987525735293, -0.2281875665975103, 0.2544900392760473, -0.8966463569522793, 0.24294241573091999, -0.22909335358308186, 0.19308358430862427, -0.2776113450527191, 1731686733880954778, 
-0.5100918412208557, 0.10255491733551025, -0.09603156703959356, -0.1811736934384695, 0.2119008173333683, -0.8549928958199439, 0.24745319290032083, -0.2482009213624726, 0.19021974503993988, -0.3102432191371918, 1731686733980942390, 
0.13182991743087769, 0.4152998924255371, -0.06220205899014135, -0.124795355405075, 0.1537216400199199, -0.8118268539738679, 0.24591178169686162, -0.25651713857316155, 0.18571393191814423, -0.3391488492488861, 1731686734072093937, 
0.06543421745300293, -0.4875470995903015, -0.0237265347649002, -0.17860048100827514, 0.22545629985236942, -0.7921733884802693, 0.2488463007748328, -0.29085224390840614, 0.17838308215141296, -0.37122344970703125, 1731686734171274205, 
0.17440348863601685, -0.14414876699447632, 0.017308194094876633, -0.1879375333293983, 0.24255833799019064, -0.7748137412493267, 0.24668609200860692, -0.31701140494986685, 0.16812892258167267, -0.4058578908443451, 1731686734280929824, 
0.20741122961044312, -0.3681475520133972, 0.060627409904846254, -0.21917672388246745, 0.2842302443774445, -0.7711238624958258, 0.24185372768474397, -0.3498402596440856, 0.15633299946784973, -0.4362208843231201, 1731686734380990410, 
-0.24866259098052979, -0.31449514627456665, 0.003086013533372213, -0.2212807007404404, 0.29741022538102957, -0.7440251943487982, 0.23629941712704855, -0.38263651957590206, 0.14446771144866943, -0.46183812618255615, 1731686734471005565, 
0.439430296421051, 0.21279627084732056, 0.07960565543332732, -0.18574715824958818, 0.26436309203343955, -0.7026213713149219, 0.22889207035631792, -0.3989691341956929, 0.12801654636859894, -0.4919153153896332, 1731686734582586887, 
-0.023329734802246094, -0.1772221326828003, 0.06090160265633351, -0.1890980931035592, 0.27768357312177266, -0.6809840819090655, 0.21957239914948387, -0.4265585677455642, 0.110648974776268, -0.5190735459327698, 1731686734680939530, 
-0.38614439964294434, 0.03254806995391846, -0.029951240496191446, -0.16288161857141484, 0.251278743117434, -0.6482108934112778, 0.2112464931598843, -0.44827083983753957, 0.09241215139627457, -0.5444186329841614, 1731686734781022868, 
