imu_ax, imu_ay, kf_ax, kf_ay, kf_vx, kf_w, kf_x, kf_y, odom_x, odom_y, stamp, 
0.0007160305976867676, 0.014037132263183594, 0.0006508027485157966, 1.3067356802328246e-15, 2.951486387826742e-06, 4.427381693584597e-10, -1.4757431939133709e-06, 0.0, -1.5491309568460565e-06, 1.7905227878145524e-06, 1731685543416568488, 
-0.031754493713378906, 0.030225634574890137, -0.027063375585714047, -4.188635530795109e-12, -5.458446051889257e-05, 7.673677619925096e-08, 1.3983571064303787e-05, 2.4686919095924525e-16, -1.5491309568460565e-06, 1.7905227878145524e-06, 1731685543466457812, 
0.005911111831665039, 0.008428454399108887, 0.001105344255068117, 1.300319449649644e-10, -0.0003409418144949975, -3.813904292073048e-07, 4.289741656793101e-05, 5.368266975088914e-14, -1.5491309568460565e-06, 1.7905227878145524e-06, 1731685543517189924, 
-0.004873991012573242, -0.00795435905456543, -0.004001049006035369, -1.0100158840890072e-10, -4.4668810959721075e-05, 2.261121042598968e-06, 1.3351964562367127e-05, -2.2686686386118247e-13, -1.5491309568460565e-06, 1.7905227878145524e-06, 1731685543557561214, 
0.005829453468322754, -0.008043110370635986, 0.004395790511662092, -2.96860128163499e-11, -4.659268243495179e-05, 6.371389511173701e-07, 1.3534099068490873e-05, -1.8820325619652115e-13, -1.5491309568460565e-06, 1.7905227878145524e-06, 1731685543605689192, 
0.0002460479736328125, 0.01164621114730835, 0.0008508582901944175, -1.8349875937841593e-11, 4.957644477363352e-05, -3.7013295369660504e-07, 3.918102985809116e-06, -2.0415919201765595e-12, -1.5491309568460565e-06, 1.7905227878145524e-06, 1731685543656137479, 
-0.3770603537559509, 0.9491591453552246, -0.3219149804871792, -2.736675425136276e-08, -0.0006818345902453865, 4.013694031203917e-05, 7.70399006598774e-05, 1.50773789467871e-11, -1.5491309568460565e-06, 1.7905227878145524e-06, 1731685543705898171, 
-0.1102755069732666, 0.19789576530456543, -0.14108215807376862, 0.0009066247482358079, 0.002622950905439639, 0.345650673962518, 0.0005684164661330619, -5.7808498589705844e-08, 0.0004260126152075827, -4.2696618038462475e-05, 1731685543757974141, 
0.4886053800582886, -0.4044063687324524, 0.3965632603060972, -0.07929032962259525, -0.08248958041571126, 0.9612163042048074, -0.0005172849719933991, -4.825669675881318e-06, 0.005482493434101343, 9.624149242881685e-06, 1731685543918607697, 
0.4860566258430481, -0.0041304826736450195, 0.473123980218683, 0.01443861840967164, 0.01487724084243456, 0.9705172190590724, -0.007869196764688956, -0.0003860314339000043, 0.009183003567159176, 0.00027975719422101974, 1731685544006886402, 
