imu_ax, imu_ay, kf_ax, kf_ay, kf_vx, kf_w, kf_x, kf_y, odom_x, odom_y, stamp, 
-0.0018263459205627441, -0.00910276174545288, -0.0009354401729443531, -1.0227383904165923e-17, -2.172410991510342e-06, 4.707849455804613e-12, 1.0862054957551707e-08, 0.0, 1.0658141036401503e-14, 2.1316282072803006e-14, 1731686804924749346, 
0.026642262935638428, -0.02166086435317993, 0.015660742178955436, 5.399515352445472e-12, 0.00019057727472630525, 2.8332419802937715e-08, -9.195807678043891e-06, -1.012023342871245e-17, 1.0658141036401503e-14, 2.1316282072803006e-14, 1731686804975492360, 
0.017441928386688232, -0.0019150376319885254, 0.016739127916743847, -1.4782385267642717e-10, 0.0006914003838255065, -2.1380354442171453e-07, -4.6280008105485817e-05, -8.371444988827002e-14, 1.0658141036401503e-14, 2.1316282072803006e-14, 1731686805035627299, 
-0.02423924207687378, -0.0017723441123962402, -0.008583996844086113, -3.9746401393820795e-10, 0.00047393352819324604, -8.38649283694785e-07, -2.6694630547851344e-05, -1.193067819016925e-12, 1.0658141036401503e-14, 2.1316282072803006e-14, 1731686805085094184, 
0.018859028816223145, 0.007287323474884033, 0.008370117175094408, 2.5727508473337243e-10, 0.00014183048741912092, 1.8139617892809116e-06, 9.065048010616852e-06, -1.9041622754469125e-13, 1.0658141036401503e-14, 2.1316282072803006e-14, 1731686805135651933, 
-0.016630470752716064, 0.007326185703277588, -0.007074359764321355, 8.034977963682116e-10, 0.0006018405195221742, 1.3350676305512654e-06, 4.130309107696091e-05, -9.756009727381202e-13, 3.933216066798195e-05, -1.9398023141548038e-05, 1731686805324762968, 
0.9018354415893555, -0.7038440704345703, 0.5547066317448629, -0.004566732850445751, 0.03028212798051402, -0.15080620666369146, 0.00044353714492215916, -2.6568294901838473e-07, 0.0017320946790277958, -0.00013962987577542663, 1731686805375237392, 
0.9608221054077148, 0.2868744730949402, 0.8048228331340485, -0.017605302498210355, 0.046540035971043954, -0.37828295855129834, 0.0003771489963577384, -2.838900281655203e-05, 0.005399319808930159, -0.0007547782151959836, 1731686805435599302, 
0.7005659937858582, -0.4947296380996704, 0.742159981556426, -0.1755302401975535, 0.2275044900097682, -0.7715462679001056, 0.011282032475562934, -0.00042217352895546946, 0.023934194818139076, -0.0026408135890960693, 1731686805586231375, 
0.3128560781478882, -0.6310110092163086, 0.4782765446528195, -0.4086785177741784, 0.3709666310204517, -1.1016584339405116, 0.03845830247914409, -0.0032137072297755737, 0.04081255942583084, -0.006045256741344929, 1731686805675387366, 
-0.46944767236709595, -0.5676560401916504, -0.10807235768110907, -0.47394459913218906, 0.3517012701857054, -1.3475771608158729, 0.07207404931973786, -0.010304148203594862, 0.06243370100855827, -0.01337578147649765, 1731686805775321669, 
